事業所番号,サービス種類,法人名称,事業所名,郵便番号,事業所所在地,電話番号,FAX番号,行政区
2660990157,訪問看護,医療法人高生会,ふじのもり訪問看護ステーション,6120889,伏見区深草直違橋4丁目359-1,646-5377,643-5539,伏見区
2660990165,訪問看護,有限会社　ケイトケイ,訪問看護ステーション「ひだまり」,6130911,伏見区淀木津町１９７－１エイジングコート淀城公園１階,631-8707,631-8720,伏見区
2610906469,訪問看護,,古家医院,6128032,伏見区桃山筑前台町３３－１,621-2274,,伏見区
2660990173,訪問看護,社会医療法人弘仁会,社会医療法人弘仁会訪問看護ステーションおおしま,6128034,伏見区桃山町泰長老１１０－１,601-7113,605-6326,伏見区
2660990181,訪問看護,有限会社ケアネットすばる,訪問看護ステーションケアネットすばる,6120031,伏見区深草池ノ内町7番地15,646-3631,646-3632,伏見区
2610906725,訪問看護,医療法人社団東朋会,東内科クリニック,6120889,伏見区深草直違橋３丁目４０５番地１,646-3900,646-3901,伏見区
2610906790,訪問看護,,藤田医院,6120006,伏見区深草上横縄町１０－５７,561-2505,561-6753,伏見区
2610906766,訪問看護,医療法人社団淀さんせん会,医療法人社団淀さんせん会金井病院,6130911,伏見区淀木津町６１２－１２,631-1215,632-1574,伏見区
2610906972,訪問看護,金井クリニック,金井クリニック　訪問看護,6130904,伏見区淀池上町１５１－１９,632-0660,632-0660,伏見区
2610905206,訪問看護,医療法人敬志会,医療法人敬志会　ぐしけん医院,6128422,伏見区竹田七瀬川町９３番地,641-0892,643-5653,伏見区
2610907129,訪問看護,医療法人高生会,医療法人高生会　高生会リハビリテーションクリニック,6120829,伏見区深草谷口町６９番地１,647-2828,647-2837,伏見区
2610907186,訪問看護,医療法人玄紀会,医療法人玄紀会　西医院,6120881,伏見区深草稲荷御前町９０番地西クリニックビル２Ｆ,641-6251,643-0781,伏見区
2610906733,訪問看護,特定医療法人　桃仁会,特定医療法人桃仁会病院,6128026,伏見区桃山町伊賀８３番１,622-1991,623-0226,伏見区
2610906899,訪問看護,医療法人社団恵寿会,医療法人社団恵寿会まるおクリニック,6011375,伏見区醍醐高畑町30番地の１パセオダイゴロー西館２Ｆ,575-2611,573-3755,伏見区
2610907376,訪問看護,医療法人三木医院,医療法人三木医院,6128002,伏見区桃山町山ノ下23番地5,632-9090,632-9555,伏見区
2610907392,訪問看護,,くわはらクリニック,6128141,伏見区向島二ノ丸町151-43,622-2911,601-2095,伏見区
2660990223,訪問看護,株式会社　こころの蓮,訪問看護ステーション　こころの木,6128154,伏見区向島津田町101番地の1,601-2727,601-2737,伏見区
2660990231,訪問看護,株式会社メディケア・リハビリ,メディケア・リハビリ訪問看護ステーション京都,6128226,伏見区桃山町金井戸島3番地の8　1階,604-6044,604-6045,伏見区
2660990249,訪問看護,株式会社アソシア,訪問看護ステーション　アソシア,6120844,伏見区深草大亀谷東古御香町96番地5,201-6028,202-8646,伏見区
2660990256,訪問看護,株式会社Ｎ・フィールド,訪問看護ステーション　デューン京都,6128414,伏見区竹田段川原町236番地竹田駅前第一ビル403号,646-5610,646-5611,伏見区
2660990264,訪問看護,有限会社エム・エヌ,訪問看護ステーション伏見,6128365,伏見区車町297番地ピア車町2階,748-8372,748-8372,伏見区
2610907483,訪問看護,医療法人健幸会,医療法人健幸会むかいじま病院,6128136,伏見区向島四ツ谷池5番地,612-3101,612-3198,伏見区
2660990272,訪問看護,医療法人社団恵寿会,めぐみ訪問看護ステーション,6011375,伏見区醍醐高畑町30番地の1パセオ・ダイゴロー西館2F,585-8603,585-8602,伏見区
2660990306,訪問看護,医療法人松寿会,医療法人松寿会共和病院訪問看護ステーション,6011378,伏見区醍醐川久保町30,573-2122,573-0517,伏見区
2610907525,訪問看護,社会医療法人健康会,社会医療法人健康会　伏見診療所,6128089,伏見区銀座三丁目318,611-2324,621-4768,伏見区
2610907574,訪問看護,社会福祉法人浩照会,社会福祉法人浩照会　伏見桃山総合病院,6128364,伏見区下油掛町８９５,621-1111,,伏見区
2660990314,訪問看護,３６５ジャパンケア合同会社,いきいき３６５訪問看護ステーション,6011456,伏見区小栗栖南後藤町６番地１－１０２,748-7550,748-7551,伏見区
2660990330,訪問看護,社会福祉法人浩照会,訪問看護ステーション　あじさい,6128141,伏見区向島二ノ丸町１５１番地の８１,623-4211,748-6335,伏見区
2660990348,訪問看護,医療法人財団はるたか会,訪問看護ステーションあおぞら京都,6128311,伏見区奈良屋町408番地香珠マンション303号室,748-7355,604-5717,伏見区
2660990355,訪問看護,株式会社トランスポート,洛和会訪問看護ステーション醍醐駅前,6011375,伏見区醍醐高畑町29番地の3リバービル1階,575-5011,575-3760,伏見区
2660990363,訪問看護,スローハンドケア株式会社,スローハンドケア訪問看護ステーション,6128228,伏見区南新地4番地6,748-7380,748-7375,伏見区
2660990371,訪問看護,株式会社ｇｒｅｅｎ－ｇｌａｓｓ,ぐり～ん訪問看護ステーション,6011362,伏見区醍醐池田町10番地ラ　レーヴ　1階1-GHI号室,573-8337,573-8335,伏見区
2610907657,訪問看護,医療法人きもと医院,医療法人きもと医院,6120035,伏見区深草北蓮池町903番地の1,647-3150,647-3151,伏見区
2660990389,訪問看護,株式会社健幸プラス,むかいじま健幸ステーション訪問看護リハビリサービス,6128136,伏見区向島四ツ谷池14番地19,644-5500,644-5502,伏見区
2610907665,訪問看護,医療法人　やの医院,医療法人　やの医院,6011352,伏見区醍醐南里町26番地の3,606-1510,606-1512,伏見区
2660990397,訪問看護,社会福祉法人同和園,同和園訪問看護ステーション,6011371,伏見区醍醐上ノ山町１１番地,571-0805,571-0815,伏見区
2660990421,訪問看護,株式会社ツウライブ,訪問看護ステーションこころ,6128318,伏見区紙子屋町５３１番地　2階,623-5561,604-6664,伏見区
2660990439,訪問看護,株式会社和哉,訪問看護ステーション　こまくさ,6128052,伏見区瀬戸物町745番地1,203-6654,205-0591,伏見区
2660990462,訪問看護,株式会社Ｎ・フィールド,訪問看護ステーション　デューン伏見桃山,6128081,伏見区新町四丁目467番地藤本ビル1階,623-5570,623-5571,伏見区
2660990454,訪問看護,株式会社訪問看護ステーションしらゆり,訪問看護ステーションしらゆり,6120029,伏見区深草西浦町七丁目73番地1ニューライフマンション藤森203号,647-1231,647-1232,伏見区
2660990488,訪問看護,株式会社ｍｉｃｃｌｅ,訪問看護ステーションさくら,6120847,伏見区深草大亀谷大山町30番地,644-9361,644-9362,伏見区
2660990470,訪問看護,社会福祉法人京都老人福祉協会,訪問看護ステーション　墨染の家ほっこり,6120045,伏見区深草石橋町18番地1,645-2722,645-2740,伏見区
2660990496,訪問看護,株式会社Ｍｃ＆Ｗ,訪問看護ステーションみらい,6128154,伏見区向島津田町102番地第2長栄マンション104号室,644-5745,644-5746,伏見区
2660990504,訪問看護,株式会社ＫＥＥＰ,訪問看護リハビリステーションたもつ,6120034,伏見区深草七瀬川町891番地13,200-8455,200-8457,伏見区
2660990512,訪問看護,株式会社グッドライフサポートえがおのまんま,えがお訪問看護ステーション,6128444,伏見区竹田田中宮町97番地グリーンヴィレッジ吉田108号室,632-9201,,伏見区
2660990520,訪問看護,株式会社ＡＳＳＫ,訪問看護ステーション響く,6128122,伏見区向島庚申町34番地14,644-9807,644-9809,伏見区
2660990538,訪問看護,医療法人稲門会,医療法人稲門会　訪問看護ステーション　つばさ,6128414,伏見区竹田段川原町236番地竹田駅前第一ビル401号室,647-7100,647-7110,伏見区
2660990546,訪問看護,医療法人　新生十全会,医療法人新生十全会　訪問看護ステーション　なごみの里,6011423,伏見区日野西風呂町5番地,572-0457,572-0458,伏見区
2610907913,訪問看護,,磯部医院,6128052,伏見区瀬戸物町745-1,574-7447,574-7448,伏見区
2660990561,訪問看護,株式会社Ｔｏｎｏ,訪問看護ステーション創る,6120031,伏見区深草池ノ内町2番地36,200-7896,201-1832,伏見区
2610907954,訪問看護,医療法人目高会　羽束師クリニック,医療法人目高会　羽束師クリニック,6128486,伏見区羽束師古川町73-1,931-0002,931-0012,伏見区
2660990579,訪問看護,美庄合同会社,訪問看護ステーション　ビィベル,6128124,伏見区向島吹田河原町157番地の5,205-2207,204-7649,伏見区
2660990587,訪問看護,３６５グループ株式会社,いきいき３６５訪問看護ステーション　淀,6130903,伏見区淀本町154番地の7,205-5056,205-5059,伏見区
2660990611,訪問看護,株式会社Ｃｏｌｏｒ,訪問看護ステーションみどり,6128439,伏見区深草五反田町2番地15,366-9547,366-9548,伏見区
2660990629,訪問看護,社会福祉法人清和園,城南ホーム訪問看護ステーション,6128446,伏見区竹田中内畑町53番地,622-6677,622-8468,伏見区
2660990637,訪問看護,株式会社アフェクション,訪問看護ステーション　悠,6128297,伏見区横大路貴船41番地4杜喜108号室,605-7201,605-7202,伏見区
2660990645,訪問看護,ウルスネクト株式会社,オリーブホームナーシング,6128473,伏見区下鳥羽広長町203番地,623-6663,623-6664,伏見区
2610908044,訪問看護,医療法人社団啓至会,医療法人社団啓至会　桃山ひむかクリニック,6128303,伏見区菱屋町670番地,621-3311,621-3312,伏見区
2660990652,訪問看護,株式会社VALK,訪問看護ステーション栞,6011357,伏見区醍醐僧尊坊町1番地92,574-7147,574-7147,伏見区
2660990660,訪問看護,株式会社ＭＩＲＯＫＵ,訪問看護ステーション　にしむら,6128403,伏見区深草ヲカヤ町32番地35,606-6189,643-6144,伏見区
2660990678,訪問看護,株式会社テイクケア,訪問看護ステーション　テイクケアナース,6011432,伏見区石田内里町80番地2,748-8787,748-8777,伏見区
2660990686,訪問看護,株式会社Ｒｕｄｏｌｆ,訪問看護ステーション　グリム伏見,6128141,伏見区向島二ノ丸町87番地向島スタジオフラッツ　1階　Ｃ号室,748-6829,748-6863,伏見区
2660990694,訪問看護,合同会社ＡＫＭｅｅｔｉｎｇ,訪問看護ステーションふぉすたあ伏見,6011462,伏見区小栗栖森本町10番地３シャンポール蜂の壺303,888-8801,555-6539,伏見区
2660990710,訪問看護,株式会社美カインド,カインドナース桃,6128027,伏見区桃山町本多上野74番地3,644-6458,644-6478,伏見区
2660990728,訪問看護,一般社団法人京都障害福祉サービスセンター,けあここ訪問看護リハビリステーション,6128429,伏見区竹田西段川原町123番地ヴィランセンワ城南Ｔ103号室,632-8898,632-8114,伏見区
2660990736,訪問看護,株式会社悠愛,訪問看護ステーションゆうあい,6128014,伏見区桃山町大津町33アビタシオン南桃山205号,366-9299,366-9339,伏見区
2660990744,訪問看護,ファミリー・ウェルネス株式会社,ギフテッド訪問看護ステーション　京都伏見事業所,6120027,伏見区深草極楽町768番地,585-3301,585-3301,伏見区
2610908127,訪問看護,,みずもと内視鏡・消化器内科クリニック,6120869,伏見区深草直違橋北1丁目460番地1,647-7711,647-7710,伏見区
2660990751,訪問看護,株式会社Ｋｙｏｔｏ　Ａｒｒｏｗｓ,アローズ訪問看護ステーション,6128081,伏見区新町13丁目283-1　テラスハウス1号室,200-9087,202-3551,伏見区
2660990769,訪問看護,株式会社Ｂｅ　Ｂｒａｖｅ,訪問看護ステーション　ビブレ京都南,6011341,伏見区醍醐岸ノ上町7番地6　ＶＩＰ一言寺107号,632-8570,632-8571,伏見区
2660990777,訪問看護,Ｃｈａｍｏｍｉｌｅ株式会社,マトリカリア,6128083,伏見区京町三丁目２００番地1メゾンブランシュ200１階,644-6629,644-6639,伏見区
2660990819,訪問看護,エイエムプランニング株式会社,訪問看護ステーション都,6128294,伏見区横大路天王前6番地23,080-4945-7283,052-737-5847,伏見区
2660990793,訪問看護,株式会社Ｃ＆Ｋ,訪問看護ステーションやまびこ,6128482,伏見区横大路中ノ庄町30番地,200-1926,201-6978,伏見区
2660990785,訪問看護,株式会社ハーベスト,アプリシェイト訪問看護ステーション,6011374,伏見区醍醐西大路町59番地2パルアベニュー醍醐105号室,748-8812,748-8846,伏見区
2660990827,訪問看護,株式会社美縁,訪問看護ステーション美縁,6011313,伏見区醍醐御陵東裏町38番地1,585-8768,585-8763,伏見区
2660990843,訪問看護,株式会社真なび,ホームナーシングはなお,6128272,伏見区納所中河原3番地78,925-5906,925-5903,伏見区
2660990835,訪問看護,合同会社Ｌｅｖｉ,訪問看護ステーション　ダリア,6128428,伏見区竹田西桶ノ井町15番地JT STUDIO　102号室,606-6847,585-6793,伏見区
2610908226,訪問看護,医療法人社団西日本平郁会,医療法人社団西日本平郁会　ホームケアクリニック京南,6128412,伏見区竹田中川原町50番地1池田ビル3階,585-7888,585-7889,伏見区
2610903367,訪問リハビリテーション,医療法人医仁会,医療法人医仁会武田総合病院,6011495,伏見区石田森南町２８－１,572-6331,571-8877,伏見区
2610902245,訪問リハビリテーション,医療法人弘仁会,医療法人弘仁会大島病院,6128034,伏見区桃山町泰長老１１５,622-0701,612-3080,伏見区
2610900389,訪問リハビリテーション,医療法人財団医道会,医療法人財団医道会稲荷山武田病院,6120801,伏見区深草正覚町27,541-3371,531-2117,伏見区
2610903045,訪問リハビリテーション,医療法人社団蘇生会,蘇生会総合病院,6128473,伏見区下鳥羽広長町１０１番地,621-3101,612-5790,伏見区
2610903995,訪問リハビリテーション,医療法人松寿会,医療法人松寿会共和病院　訪問リハビリステーション,6011378,伏見区醍醐川久保町３０,573-2122,573-0517,伏見区
2610904431,訪問リハビリテーション,一般財団法人仁風会　,一般財団法人仁風会京都南西病院,6128494,伏見区久我東町８番地の２２,922-0321,922-0325,伏見区
2610902625,訪問リハビリテーション,,楠瀬医院,6128366,伏見区京橋町３０６,611-0771,,伏見区
2610906014,訪問リハビリテーション,医療法人高生会,医療法人高生会　高生会整形外科クリニック,6120889,伏見区深草直違橋１０丁目１５７の２,647-2828,647-2838,伏見区
2610906766,訪問リハビリテーション,医療法人社団淀さんせん会,医療法人社団淀さんせん会　金井病院訪問リハビリテーション,6130911,伏見区淀木津町６１２－１２,631-1215,632-1574,伏見区
2610900421,訪問リハビリテーション,社会医療法人岡本病院（財団）,伏見岡本病院,6128083,伏見区京町九丁目５０,603-7693,603-7650,伏見区
2650980069,訪問リハビリテーション,社会福祉法人浩照会,介護老人保健施設あじさいガーデン伏見訪問リハビリテーション,6128141,伏見区向島二ノ丸町１５１番８１,601-6100,605-7070,伏見区
2610906519,訪問リハビリテーション,医療法人森田整形外科,森田整形外科,6011363,伏見区醍醐鍵尾町１２－１,573-6200,573-6211,伏見区
2610907129,訪問リハビリテーション,医療法人高生会,医療法人高生会　高生会リハビリテーションクリニック,6120829,伏見区深草谷口町６９番地１,647-2828,647-2837,伏見区
2610907376,訪問リハビリテーション,医療法人三木医院,医療法人三木医院,6128002,伏見区桃山町山ノ下23番地5,632-9090,632-9555,伏見区
2610907483,訪問リハビリテーション,医療法人健幸会,医療法人健幸会むかいじま病院,6128136,伏見区向島四ツ谷池5番地,612-3101,612-3198,伏見区
2610907525,訪問リハビリテーション,社会医療法人健康会,社会医療法人健康会　伏見診療所,6128089,伏見区銀座三丁目318,611-2324,621-4768,伏見区
2610907574,訪問リハビリテーション,社会福祉法人浩照会,社会福祉法人浩照会　伏見桃山総合病院,6128364,伏見区下油掛町８９５,621-1111,,伏見区
2650980085,訪問リハビリテーション,社会福祉法人伏見福祉会,醍醐の里訪問リハビリテーション　絆,6011302,伏見区醍醐内ケ井戸１９番地の１,571-5222,573-7666,伏見区
2610907624,訪問リハビリテーション,医療法人清水会,京都リハビリテーション病院,6128431,伏見区深草越後屋敷町17番地,647-2330,647-2331,伏見区
2610907657,訪問リハビリテーション,医療法人きもと医院,医療法人きもと医院,6120035,伏見区深草北蓮池町903番地の1,647-3150,647-3151,伏見区
2610907665,訪問リハビリテーション,医療法人　やの医院,医療法人　やの医院,6011352,伏見区醍醐南里町26番地の3,606-1510,606-1512,伏見区
2610907673,訪問リハビリテーション,,さわい整形外科内科クリニック,6011421,伏見区日野馬場出町9番地,571-0037,571-6782,伏見区
2650980051,訪問リハビリテーション,社会福祉法人くらしのハーモニー,介護老人保健施設ハーモニーこが　訪問リハビリテーション,6128495,伏見区久我森の宮町3番地6,935-7100,935-7102,伏見区
2650980036,訪問リハビリテーション,特定医療法人桃仁会,特定医療法人桃仁会老人保健施設桃寿苑,6128154,伏見区向島津田町235番地1,612-3100,612-3200,伏見区
2610906352,訪問リハビリテーション,医療法人　新生十全会,医療法人新生十全会　なごみの里病院,6011423,伏見区日野西風呂町５番地,080-7378-4693,572-0635,伏見区
2610908044,訪問リハビリテーション,医療法人社団啓至会,医療法人社団啓至会　桃山ひむかクリニック,6128303,伏見区菱屋町670番地,621-3311,621-3312,伏見区
2650980143,訪問リハビリテーション,医療法人社団洛和会,介護老人保健施設　洛和ヴィラウラノス　訪問リハビリテーション,6130916,伏見区淀美豆町１１３３番地,633-6010,631-0701,伏見区
2610908226,訪問リハビリテーション,医療法人社団西日本平郁会,医療法人社団西日本平郁会　ホームケアクリニック京南,6128412,伏見区竹田中川原町50番地1池田ビル3階,585-7888,585-7889,伏見区
2630963367,居宅療養管理指導,医療法人医仁会,医療法人医仁会　武田総合病院,6011434,伏見区石田森南町２８－１,572-6331,,伏見区
2610905701,居宅療養管理指導,医療法人岡本医院,医療法人岡本医院,6120012,伏見区深草一の坪町４１パールハイツイナリＳ－１０号室,645-2600,,伏見区
2610904910,居宅療養管理指導,医療法人岸田医院,医療法人　岸田医院,6128141,伏見区向島二ノ丸町１５１－２,622-9021,,伏見区
2610902245,居宅療養管理指導,医療法人弘仁会,医療法人弘仁会　大島病院,6128034,伏見区桃山町泰長老１１５,622-0701,,伏見区
2610900389,居宅療養管理指導,医療法人財団医道会,医療法人財団医道会稲荷山武田病院,6120801,伏見区深草正覚町２７,541-3371,531-2117,伏見区
2610904779,居宅療養管理指導,医療法人坂東医院,医療法人　坂東医院,6128492,伏見区久我本町２－９,932-6755,,伏見区
2610905057,居宅療養管理指導,医療法人至誠会,医療法人至誠会　西村医院,6128353,伏見区東町１９８,611-6127,,伏見区
2630902159,居宅療養管理指導,医療法人社団ミヤタ歯科,医療法人社団ミヤタ歯科,6128495,伏見区久我森ノ宮町９－１３,934-2957,934-2957,伏見区
2610904498,居宅療養管理指導,医療法人社団依田医院,医療法人社団　依田医院,6128105,伏見区東奉行町１　桃山グランドハイツ２階,621-3874,,伏見区
2610904662,居宅療養管理指導,医療法人社団久保医院,医療法人社団　久保医院,6120018,伏見区深草フケノ内町９－１２,641-3236,,伏見区
2610904563,居宅療養管理指導,医療法人社団弓削眼科診療所,医療法人社団　弓削眼科診療所,6128003,伏見区桃山町西尾４２－４,622-3275,,伏見区
2610904555,居宅療養管理指導,医療法人社団弘田医院,医療法人社団　弘田医院,6128438,伏見区深草フチ町１４－２,641-1730,,伏見区
2610904944,居宅療養管理指導,医療法人社団高安医院,高安医院,6128494,伏見区久我東町２１４の１７,933-1863,933-1897,伏見区
2630963045,居宅療養管理指導,医療法人社団蘇生会,蘇生会総合病院,6128473,伏見区下鳥羽広長町１,621-3101,,伏見区
2610903045,居宅療養管理指導,医療法人社団蘇生会,蘇生会総合病院,6128473,伏見区下鳥羽広長町１０１番地,621-3101,612-5790,伏見区
2610905693,居宅療養管理指導,医療法人社団蒼樹会山本整形外科,医療法人社団蒼樹会山本整形外科,6128422,伏見区竹田七瀬川町８６ー８,647-0019,,伏見区
2610904761,居宅療養管理指導,医療法人社団不文会泉川医院,医療法人社団不文会　泉川医院,6011337,伏見区醍醐槇ノ内町４２－６,571-8888,,伏見区
2610905867,居宅療養管理指導,医療法人真誠会,医療法人真誠会　辻クリニック,6120889,伏見区深草直違橋九丁目１８４ー２,641-3073,,伏見区
2610904654,居宅療養管理指導,医療法人大塚診療所,医療法人　大塚診療所,6011378,伏見区醍醐川久保町１８－４,572-2651,,伏見区
2610905784,居宅療養管理指導,医療法人谷口医院,医療法人谷口医院,6128392,伏見区下鳥羽北ノ口町７０,612-3111,,伏見区
2630900195,居宅療養管理指導,医療法人竹内歯科診療所,竹内歯科診療所,6128083,伏見区京町９丁目４１,611-0177,,伏見区
2630964936,居宅療養管理指導,医療法人桃仁会,桃仁会病院付属診療所,6128024,伏見区桃山町根来１６－９,622-1991,,伏見区
2610905289,居宅療養管理指導,医療法人法駿会羽場医院,羽場医院,6128006,伏見区桃山町大島３８－２ユニチカファミリーセンター内,601-0340,,伏見区
2610905024,居宅療養管理指導,医療法人北村医院,医療法人　北村医院,6120876,伏見区深草西伊達町８８番地４１,644-0070,,伏見区
2630902407,居宅療養管理指導,医療法人和人会マス歯科医院,医療法人和人会マス歯科医院,6128485,伏見区羽束師志水町１２７番地の２,921-8020,,伏見区
2610904431,居宅療養管理指導,一般財団法人仁風会　,財団法人仁風会　京都南西病院,6128494,伏見区久我東町８－２２,922-0321,922-0325,伏見区
2640901001,居宅療養管理指導,株式会社ドラッグ石川,石川薬局桃山店,6120000,伏見区桃山大島町３８－２ユニチカファミリーセンター,622-2374,,伏見区
2640900920,居宅療養管理指導,株式会社フジタ薬局,株式会社フジタ薬局石田店,6011439,伏見区石田森東町３番地,571-1455,,伏見区
2640900847,居宅療養管理指導,株式会社フジタ薬局,株式会社フジタ薬局,6011456,伏見区小栗栖南後藤町３－１３,572-5570,,伏見区
2640901373,居宅療養管理指導,株式会社ユタカファーマシー,ユタカ調剤薬局桃山南口,6128016,伏見区桃山養斉１６ー３７,604-3880,,伏見区
2640900532,居宅療養管理指導,株式会社神泉堂,神泉堂薬局,6128301,伏見区加賀屋町７３４,611-1782,,伏見区
2610901585,居宅療養管理指導,社会医療法人健康会,社会医療法人健康会　三栖診療所,6128227,伏見区三栖向町757番地1,601-0739,,伏見区
2640901233,居宅療養管理指導,有限会社ミキ,ミキ薬局,6130904,伏見区淀池上町１３３番地,632-0262,632-0263,伏見区
2630900377,居宅療養管理指導,,小林歯科医院,6120889,伏見区深草直違橋７丁目２７７の２,641-3585,,伏見区
2630901524,居宅療養管理指導,,石田歯科医院,6011439,伏見区石田森東町６－１１,572-5074,,伏見区
2630901581,居宅療養管理指導,,オオタ歯科医院,6120046,伏見区深草大亀谷八島町５－１０,642-1105,,伏見区
2630901599,居宅療養管理指導,,カグチ歯科医院,6120054,伏見区桃山最上町１０,621-5075,,伏見区
2630901649,居宅療養管理指導,,あずま歯科医院,6128493,伏見区久我御旅町２番地の１２４,932-9357,,伏見区
2630901672,居宅療養管理指導,,南歯科医院,6120011,伏見区深草鈴塚町３２－１,641-8790,,伏見区
2630901862,居宅療養管理指導,,片尾歯科診療所,6128321,伏見区越前町６０２,622-4130,,伏見区
2630901961,居宅療養管理指導,,堀口歯科医院,6120889,伏見区深草直違橋４丁目３５０－１,641-1927,,伏見区
2630902076,居宅療養管理指導,,山田歯科医院,6128015,伏見区桃山町和泉４４－２９,622-2422,,伏見区
2630902084,居宅療養管理指導,,吉松歯科医院,6128401,伏見区深草下川原町３１,641-3241,,伏見区
2630902191,居宅療養管理指導,,肥後歯科医院,6011433,伏見区石田大山町５－７７,572-0313,,伏見区
2630902282,居宅療養管理指導,,歯科中川医院,6120052,伏見区深草墨染町５番地５,645-6497,,伏見区
2630902340,居宅療養管理指導,,宮田歯科医院,6120027,伏見区深草極楽町７４２,641-1587,,伏見区
2630902365,居宅療養管理指導,,はせがわ歯科医院,6128075,伏見区桝形町４５２,601-1108,,伏見区
2630902381,居宅療養管理指導,,田伏歯科医院,6120088,伏見区深草出羽屋敷町２番地の１,641-3223,,伏見区
2630902449,居宅療養管理指導,,よし川歯科医院,6128002,伏見区桃山町山ノ下５１－４３,603-3168,,伏見区
2640901217,居宅療養管理指導,,若槻薬局,6128085,伏見区京町南８丁目１１８－３,604-3021,,伏見区
2640901159,居宅療養管理指導,,つちはし薬局,6011433,伏見区石田大山町８７－１９,573-0974,,伏見区
2640900060,居宅療養管理指導,,原田薬局,6130905,伏見区淀下津町４,631-2057,,伏見区
2610903615,居宅療養管理指導,,若泉小児科医院,6128136,伏見区向島四ツ谷池１４－２７,622-2425,,伏見区
2610904480,居宅療養管理指導,,辻整形外科医院,6128086,伏見区京町北７丁目１－４,612-5122,,伏見区
2610905214,居宅療養管理指導,,宮本整形外科診療所,6128006,伏見区桃山町大島３８－２　ユニチカファミリーセンター内,603-1769,,伏見区
2610905230,居宅療養管理指導,,根来眼科医院,6128018,伏見区桃山町丹後１８－１５,611-5311,,伏見区
2610905479,居宅療養管理指導,,吉田医院,6128016,伏見区桃山町養斉１６－５７,621-5111,,伏見区
2630902464,居宅療養管理指導,,浅井歯科医院,6120047,伏見区深草大亀谷内膳町２４,643-7267,,伏見区
2630902431,居宅療養管理指導,,加藤歯科医院,6128141,伏見区向島二の丸町６８ー２４２,621-1500,,伏見区
2630902399,居宅療養管理指導,,向島デンタルクリニック酒井医院,6128131,伏見区向島丸町３６ー１７,612-8241,,伏見区
2630902357,居宅療養管理指導,,浜歯科医院,6128081,伏見区新町４丁目４６５番地,621-4113,,伏見区
2630902332,居宅療養管理指導,,タナカ歯科医院,6011375,伏見区醍醐高畑町３０ー９アッシジ・イグジット１Ｆ東側,574-1182,,伏見区
2630902266,居宅療養管理指導,,岩井歯科医院,6128422,伏見区竹田七瀬川町３２０,641-3449,,伏見区
2630902241,居宅療養管理指導,,桃山白石歯科医院,6128037,伏見区桃山町鍋島１７－２　ラポール桃山１Ｆ,605-1181,,伏見区
2630902167,居宅療養管理指導,,たふ歯科医院,6128121,伏見区向島善阿弥町１８－４,622-8148,,伏見区
2630902100,居宅療養管理指導,,安岡歯科医院,6120045,伏見区深草石橋町９－３,,,伏見区
2630902019,居宅療養管理指導,,ふくだ歯科医院,6128421,伏見区竹田桶ノ井町８２インペリアル明日香１Ｆ,647-0556,,伏見区
2630902001,居宅療養管理指導,,三村歯科医院,6130906,伏見区淀新町２０,631-2267,,伏見区
2630901839,居宅療養管理指導,,織田歯科医院,6120072,伏見区桃山筒井伊賀東町６４－２,612-3940,,伏見区
2630901813,居宅療養管理指導,,岩井歯科南口診療所,6128016,伏見区桃山町養斉１６－９,611-8424,,伏見区
2630901748,居宅療養管理指導,,森川歯科医院,6128058,伏見区風呂屋町２５９,622-8088,,伏見区
2630901631,居宅療養管理指導,,嶋本歯科医院,6011365,伏見区醍醐新開６－５,573-2331,,伏見区
2630901615,居宅療養管理指導,,今永歯科医院,6128331,伏見区菊屋町８３６－１,601-3313,,伏見区
2630901490,居宅療養管理指導,,丸山歯科医院,6120034,伏見区深草七瀬川町８７５,643-7322,643-7324,伏見区
2630901334,居宅療養管理指導,,仁科歯科医院,6128083,伏見区京町４丁目１６８,611-8745,,伏見区
2610905925,居宅療養管理指導,,若林内科胃腸科医院,6128085,伏見区京町南８丁目１０１番地の５,622-1313,,伏見区
2610905743,居宅療養管理指導,,中村診療所,6128427,伏見区竹田真幡木町３０,642-8085,,伏見区
2610905727,居宅療養管理指導,,ふじもり医院,6120836,伏見区深草大亀谷安信町２２,646-2100,,伏見区
2610905438,居宅療養管理指導,,飯田眼科医院,6120866,伏見区深草十九軒町５４９－５,647-2561,,伏見区
2610905180,居宅療養管理指導,,小川医院,6128141,伏見区向島二ノ丸町３６,601-1124,,伏見区
2610905123,居宅療養管理指導,,澤井医院,6011421,伏見区日野馬場出町８,571-0037,,伏見区
2610904266,居宅療養管理指導,,辻医院,6128133,伏見区向島鷹場町８２－７,612-0150,,伏見区
2610904183,居宅療養管理指導,,町田小児科内科医院,6128081,伏見区新町６丁目４７０－５,623-0018,,伏見区
2610904035,居宅療養管理指導,,松本医院,6120864,伏見区深草鳥居崎町６０１,641-2230,643-4917,伏見区
2610903979,居宅療養管理指導,,めかた医院,6128141,伏見区向島二ノ丸町３６４－１９,602-8708,,伏見区
2610902955,居宅療養管理指導,,小寺医院,6120046,伏見区深草大亀谷八島町１１,641-2245,,伏見区
2610902625,居宅療養管理指導,,楠瀬医院,6128366,伏見区京橋町３０６,611-0771,,伏見区
2610902179,居宅療養管理指導,,田里医院,6128015,伏見区桃山町和泉４０－１,611-5580,,伏見区
